# Astrax offline transition dataset
# state values are finite and bounded to [-1, 1]
action,reward,terminal,state,next_state
6,0.100457363,0,-0.122363918;0.122717939;-0.362527192;0.0026393719;-0.246254116;-0.00641683629;-0.000512413972;0.350592911;-0.00171951787;0.00103867333;0.00205732649;0.000357629615;-0.00129863748;-0.00120321079;0.00796653517;-0.00157896313;0.000588804134;0.000562606088;-0.00465204939;0.000491293787;-0.00394704193;-0.000403097802;-0.000970310532;0.00382287614;0.000212755403;0.00318751042;-0.00204274617;-0.000359958503;0.00136072445;-0.00260977168;0.00469654053;-0.0023114169,-0.122435316;0.121985383;-0.362468809;0.00251869345;-0.245343119;-0.00554775866;-0.110969789;0.351391286;-0.00200014329;1.95233151e-05;0.00281194015;-0.000482298608;-0.00220819446;-0.00254195463;0.00828531291;-0.0024205572;0.000606451707;0.0010403872;-0.00432988256;0.000318133039;-0.00433363626;0.000747684855;0.000433991489;0.00247266982;-0.000238515655;0.0017414852;-0.00331349578;-0.000472651736;0.000610174902;-0.00160741282;0.00490326295;-0.00317833805
1,0.117265932,0,-0.122435316;0.121985383;-0.362468809;0.00251869345;-0.245343119;-0.00554775866;-0.110969789;0.351391286;-0.00200014329;1.95233151e-05;0.00281194015;-0.000482298608;-0.00220819446;-0.00254195463;0.00828531291;-0.0024205572;0.000606451707;0.0010403872;-0.00432988256;0.000318133039;-0.00433363626;0.000747684855;0.000433991489;0.00247266982;-0.000238515655;0.0017414852;-0.00331349578;-0.000472651736;0.000610174902;-0.00160741282;0.00490326295;-0.00317833805,-0.122416459;0.249251276;-0.363201439;0.00350890378;-0.2456761;-0.00652342662;-0.1118984;0.351427764;-0.00259488239;-0.000375544158;0.00387546327;-0.00174824311;-0.00126478844;-0.00381332217;0.00915208925;-0.0030756644;0.000289341668;-0.000189257087;-0.00464106817;-9.13451659e-05;-0.00454904418;0.000279657164;0.000522809452;0.00161169772;6.62578677e-05;0.000790615275;-0.00414545089;-0.00126805669;-0.000591941178;-0.0013825749;0.00539437961;-0.00238874508
4,0.0321273729,0,-0.122416459;0.249251276;-0.363201439;0.00350890378;-0.2456761;-0.00652342662;-0.1118984;0.351427764;-0.00259488239;-0.000375544158;0.00387546327;-0.00174824311;-0.00126478844;-0.00381332217;0.00915208925;-0.0030756644;0.000289341668;-0.000189257087;-0.00464106817;-9.13451659e-05;-0.00454904418;0.000279657164;0.000522809452;0.00161169772;6.62578677e-05;0.000790615275;-0.00414545089;-0.00126805669;-0.000591941178;-0.0013825749;0.00539437961;-0.00238874508,-0.122925498;0.249601036;-0.36277169;0.00499961525;-0.363397598;-0.00573813776;-0.110214852;0.350479662;-0.00331864273;-0.00107984245;0.00274868007;-0.00190756586;-0.00210168562;-0.00518378662;0.00923159067;-0.00346008129;0.00136103889;-0.000269650074;-0.00394570455;0.000240767753;-0.00351782562;-0.00105158135;0.00124107511;0.00221634936;0.000811258971;0.00153979531;-0.00366062555;-0.00139666733;-0.000156264432;-0.00216916366;0.00447714794;-0.00293801446
7,0.112014972,0,-0.122925498;0.249601036;-0.36277169;0.00499961525;-0.363397598;-0.00573813776;-0.110214852;0.350479662;-0.00331864273;-0.00107984245;0.00274868007;-0.00190756586;-0.00210168562;-0.00518378662;0.00923159067;-0.00346008129;0.00136103889;-0.000269650074;-0.00394570455;0.000240767753;-0.00351782562;-0.00105158135;0.00124107511;0.00221634936;0.000811258971;0.00153979531;-0.00366062555;-0.00139666733;-0.000156264432;-0.00216916366;0.00447714794;-0.00293801446,-0.123398937;0.250304133;-0.360628039;0.00383578404;-0.361318886;-0.00553021207;-0.111379713;0.472494632;-0.00304003712;-0.00115288503;0.00412158109;-0.00213531102;-0.00260297302;-0.0058845114;0.00830325205;-0.00413871044;0.00264585344;0.000234153529;-0.00403465098;-0.000148727966;-0.00307286577;-0.00068821857;0.000674059382;0.00313403201;0.00103894423;0.00271204556;-0.00392377516;-0.00087457546;-0.000242829497;-0.001982057;0.00435909163;-0.00347555778
3,-0.0579795763,0,-0.123398937;0.250304133;-0.360628039;0.00383578404;-0.361318886;-0.00553021207;-0.111379713;0.472494632;-0.00304003712;-0.00115288503;0.00412158109;-0.00213531102;-0.00260297302;-0.0058845114;0.00830325205;-0.00413871044;0.00264585344;0.000234153529;-0.00403465098;-0.000148727966;-0.00307286577;-0.00068821857;0.000674059382;0.00313403201;0.00103894423;0.00271204556;-0.00392377516;-0.00087457546;-0.000242829497;-0.001982057;0.00435909163;-0.00347555778,-0.124218822;0.248350874;-0.361283243;-0.121956915;-0.362018049;-0.00656393077;-0.111230969;0.470755517;-0.00437809713;6.37327321e-05;0.00342911948;-0.00126261043;-0.00200612191;-0.00532753952;0.00775500666;-0.00345103256;0.00401794165;-0.001063484;-0.00529214647;0.00107389723;-0.00386718428;0.000143413374;-0.000803086674;0.00269530457;-0.000255582505;0.00145589013;-0.00466687186;0.000144779566;-0.000291938311;-0.000645581633;0.00486348988;-0.00409007305
6,0.101806395,0,-0.124218822;0.248350874;-0.361283243;-0.121956915;-0.362018049;-0.00656393077;-0.111230969;0.470755517;-0.00437809713;6.37327321e-05;0.00342911948;-0.00126261043;-0.00200612191;-0.00532753952;0.00775500666;-0.00345103256;0.00401794165;-0.001063484;-0.00529214647;0.00107389723;-0.00386718428;0.000143413374;-0.000803086674;0.00269530457;-0.000255582505;0.00145589013;-0.00466687186;0.000144779566;-0.000291938311;-0.000645581633;0.00486348988;-0.00409007305,-0.124399126;0.248814002;-0.359085619;-0.120814309;-0.362540275;-0.00715561211;-0.223037347;0.470577002;-0.00578054599;0.0013142149;0.00488923164;-0.00091471104;-0.00111107714;-0.00392088806;0.00636781054;-0.00229371898;0.00287505286;-0.000800957903;-0.00402683998;0.001186201;-0.00333617255;0.0013553946;-0.000760793511;0.00163709198;-0.000648128917;0.000651151058;-0.00604395615;0.000222762174;-0.000816742366;-0.000960681937;0.0038562417;-0.00415973691
1,0.108132713,0,-0.124399126;0.248814002;-0.359085619;-0.120814309;-0.362540275;-0.00715561211;-0.223037347;0.470577002;-0.00578054599;0.0013142149;0.00488923164;-0.00091471104;-0.00111107714;-0.00392088806;0.00636781054;-0.00229371898;0.00287505286;-0.000800957903;-0.00402683998;0.001186201;-0.00333617255;0.0013553946;-0.000760793511;0.00163709198;-0.000648128917;0.000651151058;-0.00604395615;0.000222762174;-0.000816742366;-0.000960681937;0.0038562417;-0.00415973691,-0.12447793;0.366946697;-0.358656645;-0.11928384;-0.362680316;-0.00615314487;-0.223093003;0.4685103;-0.00527393725;-2.61121895e-05;0.00456272205;-9.41610197e-05;3.23480926e-05;-0.00520038325;0.00561448839;-0.00218067272;0.00174940831;-0.00182786107;-0.00548306247;0.00227887952;-0.00334151858;0.00253165886;4.19156277e-05;0.00220557721;-0.000811308855;0.000782536285;-0.00541360024;0.000920759281;-0.000399077166;-0.00159965479;0.00295365369;-0.00297667412
4,-0.0590125844,0,-0.12447793;0.366946697;-0.358656645;-0.11928384;-0.362680316;-0.00615314487;-0.223093003;0.4685103;-0.00527393725;-2.61121895e-05;0.00456272205;-9.41610197e-05;3.23480926e-05;-0.00520038325;0.00561448839;-0.00218067272;0.00174940831;-0.00182786107;-0.00548306247;0.00227887952;-0.00334151858;0.00253165886;4.19156277e-05;0.00220557721;-0.000811308855;0.000782536285;-0.00541360024;0.000920759281;-0.000399077166;-0.00159965479;0.00295365369;-0.00297667412,-0.12504378;0.366815627;-0.357045561;-0.11955227;-0.239508167;-0.00685872138;-0.223915994;0.468508601;-0.00643225014;0.00115177443;0.00465519167;0.000482743024;0.00137867744;-0.00372503232;0.00546690123;-0.00308455178;0.00256279693;-0.000893772172;-0.00505979266;0.0028801416;-0.00422063656;0.00370954885;0.00114148215;0.00258590654;0.000400189776;-0.000486202422;-0.00522179715;0.0019695221;0.000866541523;-0.00127844722;0.00255126553;-0.00287982728
0,0.1154164,0,-0.12504378;0.366815627;-0.357045561;-0.11955227;-0.239508167;-0.00685872138;-0.223915994;0.468508601;-0.00643225014;0.00115177443;0.00465519167;0.000482743024;0.00137867744;-0.00372503232;0.00546690123;-0.00308455178;0.00256279693;-0.000893772172;-0.00505979266;0.0028801416;-0.00422063656;0.00370954885;0.00114148215;0.00258590654;0.000400189776;-0.000486202422;-0.00522179715;0.0019695221;0.000866541523;-0.00127844722;0.00255126553;-0.00287982728,-0.250460178;0.365351766;-0.357735425;-0.118765235;-0.237752691;-0.00618984783;-0.224266663;0.468029201;-0.0071625053;0.000418554118;0.00576343201;-0.000822833856;0.00273065781;-0.0046258308;0.006784542;-0.00361753837;0.00315265055;-0.000361759681;-0.00432512537;0.00403743051;-0.00325278798;0.00409023417;0.00112223241;0.0034931933;0.00038789364;-0.00155395549;-0.00660218578;0.00320786634;0.00169921806;-0.00265030656;0.00361549202;-0.00180736242
3,0.0286788773,0,-0.250460178;0.365351766;-0.357735425;-0.118765235;-0.237752691;-0.00618984783;-0.224266663;0.468029201;-0.0071625053;0.000418554118;0.00576343201;-0.000822833856;0.00273065781;-0.0046258308;0.006784542;-0.00361753837;0.00315265055;-0.000361759681;-0.00432512537;0.00403743051;-0.00325278798;0.00409023417;0.00112223241;0.0034931933;0.00038789364;-0.00155395549;-0.00660218578;0.00320786634;0.00169921806;-0.00265030656;0.00361549202;-0.00180736242,-0.250553876;0.365962625;-0.356651396;0.00994480588;-0.238085434;-0.00535427872;-0.224038541;0.467772841;-0.0075818575;-0.000821258058;0.00563638518;-0.0017003261;0.00341716176;-0.00525304768;0.00782643259;-0.004002281;0.00174705649;-0.000802082359;-0.00479473034;0.00284457998;-0.00205611484;0.00325858919;0.00207247632;0.00227118633;0.00094072317;-0.000317931175;-0.00556572899;0.00322303362;0.00285258563;-0.00194922066;0.00267332979;-0.000483028824
6,0.116119258,0,-0.250553876;0.365962625;-0.356651396;0.00994480588;-0.238085434;-0.00535427872;-0.224038541;0.467772841;-0.0075818575;-0.000821258058;0.00563638518;-0.0017003261;0.00341716176;-0.00525304768;0.00782643259;-0.004002281;0.00174705649;-0.000802082359;-0.00479473034;0.00284457998;-0.00205611484;0.00325858919;0.00207247632;0.00227118633;0.00094072317;-0.000317931175;-0.00556572899;0.00322303362;0.00285258563;-0.00194922066;0.00267332979;-0.000483028824,-0.248882189;0.364136785;-0.355967462;0.0107060587;-0.238064185;-0.00392724527;-0.350157797;0.466016918;-0.00721338484;-0.000694964197;0.00540059805;-0.000281173969;0.00360496924;-0.00401470857;0.00856907573;-0.00437556906;0.001763165;-0.00116523576;-0.00488423975;0.00231959671;-0.00181923457;0.00235270848;0.00334052322;0.00207035337;-0.000475947629;-0.00158249657;-0.00587137137;0.00348999072;0.00314795529;-0.00216015638;0.00159026205;-0.00186253979
1,0.10621091,0,-0.248882189;0.364136785;-0.355967462;0.0107060587;-0.238064185;-0.00392724527;-0.350157797;0.466016918;-0.00721338484;-0.000694964197;0.00540059805;-0.000281173969;0.00360496924;-0.00401470857;0.00856907573;-0.00437556906;0.001763165;-0.00116523576;-0.00488423975;0.00231959671;-0.00181923457;0.00235270848;0.00334052322;0.00207035337;-0.000475947629;-0.00158249657;-0.00587137137;0.00348999072;0.00314795529;-0.00216015638;0.00159026205;-0.00186253979,-0.249276757;0.480347693;-0.354770035;0.00968923885;-0.237719029;-0.00383706996;-0.350808352;0.464176744;-0.00856751669;0.000237802684;0.00483096018;-0.00157274166;0.00429720432;-0.00361402729;0.00746203307;-0.00575432461;0.00125081488;-0.00163309416;-0.00414210791;0.00342972297;-0.00200335751;0.00107279862;0.00360664679;0.00242490764;0.00101340981;-0.000685253239;-0.00508278189;0.00247309823;0.00461821584;-0.00217742333;0.00155275397;-0.00275654113
5,0.0932304561,0,-0.249276757;0.480347693;-0.354770035;0.00968923885;-0.237719029;-0.00383706996;-0.350808352;0.464176744;-0.00856751669;0.000237802684;0.00483096018;-0.00157274166;0.00429720432;-0.00361402729;0.00746203307;-0.00575432461;0.00125081488;-0.00163309416;-0.00414210791;0.00342972297;-0.00200335751;0.00107279862;0.00360664679;0.00242490764;0.00101340981;-0.000685253239;-0.00508278189;0.00247309823;0.00461821584;-0.00217742333;0.00155275397;-0.00275654113,-0.24864307;0.480655938;-0.352755398;0.0109481309;-0.238040626;0.125135168;-0.349459022;0.462775886;-0.0080110617;-0.00104307127;0.00350038987;-0.00215425389;0.00501404796;-0.00461056922;0.00786103215;-0.00582634797;0.000399357581;-0.00212389254;-0.00330379303;0.00445143273;-0.00209963927;0.00208396511;0.00266002328;0.00351437647;0.00110355625;0.000160555763;-0.00466359779;0.00298747211;0.00425285194;-0.00181747903;0.00284216763;-0.00311143557
0,0.11997243,0,-0.24864307;0.480655938;-0.352755398;0.0109481309;-0.238040626;0.125135168;-0.349459022;0.462775886;-0.0080110617;-0.00104307127;0.00350038987;-0.00215425389;0.00501404796;-0.00461056922;0.00786103215;-0.00582634797;0.000399357581;-0.00212389254;-0.00330379303;0.00445143273;-0.00209963927;0.00208396511;0.00266002328;0.00351437647;0.00110355625;0.000160555763;-0.00466359779;0.00298747211;0.00425285194;-0.00181747903;0.00284216763;-0.00311143557,-0.378615499;0.478925794;-0.35335508;0.0114448462;-0.23841162;0.12521556;-0.34817484;0.462906867;-0.00788186584;0.000310135307;0.00211478281;-0.00303728459;0.00607429491;-0.00439363485;0.00870052259;-0.00685079768;0.00134048844;-0.000693732989;-0.00339102489;0.00594083406;-0.000659221434;0.00237618806;0.00413319282;0.00480189128;0.00213136757;-0.000583324931;-0.00556788268;0.00159895502;0.00376363681;-0.00250973227;0.00191676128;-0.00376696652
3,-0.0370676816,0,-0.378615499;0.478925794;-0.35335508;0.0114448462;-0.23841162;0.12521556;-0.34817484;0.462906867;-0.00788186584;0.000310135307;0.00211478281;-0.00303728459;0.00607429491;-0.00439363485;0.00870052259;-0.00685079768;0.00134048844;-0.000693732989;-0.00339102489;0.00594083406;-0.000659221434;0.00237618806;0.00413319282;0.00480189128;0.00213136757;-0.000583324931;-0.00556788268;0.00159895502;0.00376363681;-0.00250973227;0.00191676128;-0.00376696652,-0.376620352;0.478381544;-0.353873491;-0.108654082;-0.239052877;0.126349404;-0.34829995;0.460882038;-0.00712975347;0.00100051984;0.000652736286;-0.00298435218;0.00484183151;-0.00447413325;0.00993708707;-0.00772278477;0.00189230172;-0.00172358053;-0.00450428762;0.00591282733;0.000604058499;0.00254495349;0.00398318376;0.00620105118;0.00271648378;4.8078713e-05;-0.00620490965;0.00275003258;0.0042880266;-0.00378774502;0.00339617394;-0.00491528073
6,0.11263489,0,-0.376620352;0.478381544;-0.353873491;-0.108654082;-0.239052877;0.126349404;-0.34829995;0.460882038;-0.00712975347;0.00100051984;0.000652736286;-0.00298435218;0.00484183151;-0.00447413325;0.00993708707;-0.00772278477;0.00189230172;-0.00172358053;-0.00450428762;0.00591282733;0.000604058499;0.00254495349;0.00398318376;0.00620105118;0.00271648378;4.8078713e-05;-0.00620490965;0.00275003258;0.0042880266;-0.00378774502;0.00339617394;-0.00491528073,-0.376777381;0.478689104;-0.35434854;-0.107820079;-0.239153311;0.126653329;-0.470934838;0.459503531;-0.00816964172;0.000323493266;-0.000466886209;-0.00257738959;0.0048444299;-0.00358212739;0.0110128503;-0.00854539685;0.00293426681;-0.00141776027;-0.00483663334;0.00664265221;0.000794888882;0.0020856841;0.00274231425;0.00541042164;0.00300955237;0.000468016631;-0.00639214646;0.00255981204;0.00543207116;-0.00500498665;0.00461838813;-0.00492513087
2,0.0245473441,0,-0.376777381;0.478689104;-0.35434854;-0.107820079;-0.239153311;0.126653329;-0.470934838;0.459503531;-0.00816964172;0.000323493266;-0.000466886209;-0.00257738959;0.0048444299;-0.00358212739;0.0110128503;-0.00854539685;0.00293426681;-0.00141776027;-0.00483663334;0.00664265221;0.000794888882;0.0020856841;0.00274231425;0.00541042164;0.00300955237;0.000468016631;-0.00639214646;0.00255981204;0.00543207116;-0.00500498665;0.00461838813;-0.00492513087,-0.374882132;0.478797823;-0.227333441;-0.10867101;-0.23805128;0.127420321;-0.468618125;0.457655847;-0.0078458488;-0.000277197512;-0.000135763432;-0.00312634814;0.0048482595;-0.00274490193;0.0102752764;-0.00709446147;0.00223407708;-0.000244795694;-0.00566453906;0.00689788209;0.00144842453;0.00256978627;0.00345292175;0.00665189419;0.00407369807;8.15624371e-05;-0.00707995705;0.00357557973;0.00631872006;-0.00498025212;0.00506838784;-0.00564836059
5,-0.094018124,0,-0.374882132;0.478797823;-0.227333441;-0.10867101;-0.23805128;0.127420321;-0.468618125;0.457655847;-0.0078458488;-0.000277197512;-0.000135763432;-0.00312634814;0.0048482595;-0.00274490193;0.0102752764;-0.00709446147;0.00223407708;-0.000244795694;-0.00566453906;0.00689788209;0.00144842453;0.00256978627;0.00345292175;0.00665189419;0.00407369807;8.15624371e-05;-0.00707995705;0.00357557973;0.00631872006;-0.00498025212;0.00506838784;-0.00564836059,-0.373384565;0.476506144;-0.227336183;-0.108796433;-0.236286238;0.0130901039;-0.468879163;0.457971632;-0.00684816204;0.00068145257;0.00017461057;-0.00335749122;0.00564061664;-0.00423756707;0.0106076756;-0.00756107038;0.00372381415;0.00125159044;-0.00446798;0.00540563604;0.00245606015;0.00405526161;0.0031593747;0.00685945526;0.00472388836;0.000217257271;-0.00792144425;0.00298730284;0.00699431822;-0.00448355079;0.00455966871;-0.00606057374
0,0.0863217339,0,-0.373384565;0.476506144;-0.227336183;-0.108796433;-0.236286238;0.0130901039;-0.468879163;0.457971632;-0.00684816204;0.00068145257;0.00017461057;-0.00335749122;0.00564061664;-0.00423756707;0.0106076756;-0.00756107038;0.00372381415;0.00125159044;-0.00446798;0.00540563604;0.00245606015;0.00405526161;0.0031593747;0.00685945526;0.00472388836;0.000217257271;-0.00792144425;0.00298730284;0.00699431822;-0.00448355079;0.00455966871;-0.00606057374,-0.487082362;0.476207733;-0.227158055;-0.109871037;-0.234499231;0.0137248524;-0.467153192;0.458177596;-0.00729098916;0.000227410055;-0.000941381382;-0.00349587481;0.00471711811;-0.00518621551;0.00971817039;-0.00626025815;0.00513822585;0.00154023152;-0.00574701233;0.00595319597;0.00275098206;0.00281670922;0.00361822592;0.00823690556;0.00432083709;0.00169166143;-0.00723019941;0.00177630456;0.00755121419;-0.00500276219;0.003189262;-0.00574838743
3,0.019010162,1,-0.487082362;0.476207733;-0.227158055;-0.109871037;-0.234499231;0.0137248524;-0.467153192;0.458177596;-0.00729098916;0.000227410055;-0.000941381382;-0.00349587481;0.00471711811;-0.00518621551;0.00971817039;-0.00626025815;0.00513822585;0.00154023152;-0.00574701233;0.00595319597;0.00275098206;0.00281670922;0.00361822592;0.00823690556;0.00432083709;0.00169166143;-0.00723019941;0.00177630456;0.00755121419;-0.00500276219;0.003189262;-0.00574838743,-0.485765696;0.474917948;-0.225317955;0.0107193198;-0.233365059;0.0125588989;-0.466179162;0.456359774;-0.0061301142;-0.000130059998;-0.00016740954;-0.00431461679;0.00412516668;-0.0043350663;0.00916894432;-0.00745053776;0.00478671398;0.000312300166;-0.0056747389;0.00521140359;0.00398426363;0.00290454947;0.00261808163;0.00921143964;0.00544404145;0.00304439943;-0.00670152716;0.00286238943;0.00835531205;-0.00349612162;0.00301958388;-0.0070107067
4,0.105560653,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,-0.000995617942;0.000664367282;-0.000733899768;-0.000211549879;-0.115560658;-0.000322155101;0.000825620315;-0.00146253314;-0.00121976796;-0.00110403704;0.000886077294;-0.000715704169;-0.000172320477;-0.00116551877;0.00131369149;0.00084444019;-0.00114685204;-0.00143079006;0.000251928868;0.000440296368;0.00144418934;0.00102617161;-0.000429838808;0.000625180081;-0.0010566198;0.00108780235;-0.000559291162;-0.00104287744;7.32736225e-05;0.00102448184;-0.000489844882;0.000236613865
7,0.110366397,0,-0.000995617942;0.000664367282;-0.000733899768;-0.000211549879;-0.115560658;-0.000322155101;0.000825620315;-0.00146253314;-0.00121976796;-0.00110403704;0.000886077294;-0.000715704169;-0.000172320477;-0.00116551877;0.00131369149;0.00084444019;-0.00114685204;-0.00143079006;0.000251928868;0.000440296368;0.00144418934;0.00102617161;-0.000429838808;0.000625180081;-0.0010566198;0.00108780235;-0.000559291162;-0.00104287744;7.32736225e-05;0.00102448184;-0.000489844882;0.000236613865,0.000141141587;-0.000517541892;-0.00214985386;-1.60182826e-05;-0.116522856;-0.00111132127;0.00116128754;0.118903853;-5.13453269e-05;0.000103744096;0.0018113046;0.000264458649;-0.00112478179;-0.00225581648;0.00180529326;0.000633142598;-0.000292854907;-0.00255442783;0.00147574139;-0.000840504654;0.0026540691;0.00138914771;0.000511647551;0.00120400614;-0.00154030742;0.000150810985;0.000368563051;0.000449901563;-0.000860882632;0.000816805405;-0.0015428866;0.000987214851
2,0.104689889,0,0.000141141587;-0.000517541892;-0.00214985386;-1.60182826e-05;-0.116522856;-0.00111132127;0.00116128754;0.118903853;-5.13453269e-05;0.000103744096;0.0018113046;0.000264458649;-0.00112478179;-0.00225581648;0.00180529326;0.000633142598;-0.000292854907;-0.00255442783;0.00147574139;-0.000840504654;0.0026540691;0.00138914771;0.000511647551;0.00120400614;-0.00154030742;0.000150810985;0.000368563051;0.000449901563;-0.000860882632;0.000816805405;-0.0015428866;0.000987214851,-0.000841787201;-0.000516315049;-0.116839729;-0.00137043931;-0.116467558;-0.00226561073;0.000182108488;0.119206063;0.000690260611;-0.000628705253;0.00243296195;0.000844908762;-0.00178556063;-0.00241051731;0.00317501836;0.000790293328;0.00111702271;-0.00377148902;0.000487735728;-0.00231923093;0.00299183861;-8.82088207e-05;0.00103478436;0.00145941938;-0.00215884415;-0.00112107687;0.00102971774;0.00127598259;-0.000582641631;0.000222292205;-0.00156577828;0.00113683497
5,0.099866569,0,-0.000841787201;-0.000516315049;-0.116839729;-0.00137043931;-0.116467558;-0.00226561073;0.000182108488;0.119206063;0.000690260611;-0.000628705253;0.00243296195;0.000844908762;-0.00178556063;-0.00241051731;0.00317501836;0.000790293328;0.00111702271;-0.00377148902;0.000487735728;-0.00231923093;0.00299183861;-8.82088207e-05;0.00103478436;0.00145941938;-0.00215884415;-0.00112107687;0.00102971774;0.00127598259;-0.000582641631;0.000222292205;-0.00156577828;0.00113683497,-0.00192003231;0.000736294955;-0.115676433;-0.000230291393;-0.11720866;0.116927594;-0.000990908826;0.12024454;0.0003805983;0.0004366762;0.00329469214;-5.73503785e-05;-0.00307543762;-0.00231161783;0.00168432679;0.000570552074;0.000476135931;-0.00320312381;0.00185216346;-0.00126140856;0.00166352419;0.00101322948;0.000258764077;0.000219270354;-0.00179527188;-0.000250434328;2.37461645e-05;0.000519107794;-0.000103416591;-0.00114081346;-0.000792440318;0.0012878523
1,0.114364676,0,-0.00192003231;0.000736294955;-0.115676433;-0.000230291393;-0.11720866;0.116927594;-0.000990908826;0.12024454;0.0003805983;0.0004366762;0.00329469214;-5.73503785e-05;-0.00307543762;-0.00231161783;0.00168432679;0.000570552074;0.000476135931;-0.00320312381;0.00185216346;-0.00126140856;0.00166352419;0.00101322948;0.000258764077;0.000219270354;-0.00179527188;-0.000250434328;2.37461645e-05;0.000519107794;-0.000103416591;-0.00114081346;-0.000792440318;0.0012878523,-0.00259669032;0.12510097;-0.114054278;-0.000581250759;-0.115957059;0.118012637;-0.000700608594;0.118718691;0.000337961683;-5.54970466e-05;0.002916147;-0.000727140461;-0.0040651774;-0.00106392719;0.0019121014;0.00195786543;0.00189371745;-0.00225642743;0.000462907599;-0.00125372433;0.0016396445;-0.000345244072;-0.000219856098;0.00155185733;-0.0030969861;-0.00132545596;8.43758316e-05;-0.000209391932;-0.00136459537;-0.000694633112;0.000654858595;0.000892136944
4,0.108986489,0,-0.00259669032;0.12510097;-0.114054278;-0.000581250759;-0.115957059;0.118012637;-0.000700608594;0.118718691;0.000337961683;-5.54970466e-05;0.002916147;-0.000727140461;-0.0040651774;-0.00106392719;0.0019121014;0.00195786543;0.00189371745;-0.00225642743;0.000462907599;-0.00125372433;0.0016396445;-0.000345244072;-0.000219856098;0.00155185733;-0.0030969861;-0.00132545596;8.43758316e-05;-0.000209391932;-0.00136459537;-0.000694633112;0.000654858595;0.000892136944,-0.00157795055;0.125858217;-0.113192223;-0.00119980343;-0.234943539;0.118527785;-0.000187534257;0.117018461;0.000586706912;-0.000200395778;0.00268318155;9.3834009e-05;-0.00257076882;-0.0021121609;0.0031386856;0.00286674313;0.00336979609;-0.00199353555;0.00115094054;-0.0024007652;0.000798399968;-0.000181594427;-0.00120310532;0.00143297308;-0.00337847276;-0.000195225584;-0.000402524602;0.00105692446;-0.00033442257;0.000383077248;8.7354274e-05;-0.00011320546
7,0.103084199,0,-0.00157795055;0.125858217;-0.113192223;-0.00119980343;-0.234943539;0.118527785;-0.000187534257;0.117018461;0.000586706912;-0.000200395778;0.00268318155;9.3834009e-05;-0.00257076882;-0.0021121609;0.0031386856;0.00286674313;0.00336979609;-0.00199353555;0.00115094054;-0.0024007652;0.000798399968;-0.000181594427;-0.00120310532;0.00143297308;-0.00337847276;-0.000195225584;-0.000402524602;0.00105692446;-0.00033442257;0.000383077248;8.7354274e-05;-0.00011320546,-0.00171949412;0.126432866;-0.112613767;-0.000194598222;-0.235197276;0.117831789;-0.000159245217;0.230102673;0.00113034179;2.48416036e-05;0.00158676354;-0.0013252449;-0.00240530656;-0.00354738906;0.00406399742;0.00249565695;0.0048113009;-0.00335909799;0.00183093851;-0.00130239746;-0.000154205889;-0.000462449971;-0.00142693287;0.00177144667;-0.00404748973;0.000742455886;0.000531690312;-0.000105294283;-0.00179596874;0.000288855226;0.00116603146;0.000199443399
2,0.106601484,0,-0.00171949412;0.126432866;-0.112613767;-0.000194598222;-0.235197276;0.117831789;-0.000159245217;0.230102673;0.00113034179;2.48416036e-05;0.00158676354;-0.0013252449;-0.00240530656;-0.00354738906;0.00406399742;0.00249565695;0.0048113009;-0.00335909799;0.00183093851;-0.00130239746;-0.000154205889;-0.000462449971;-0.00142693287;0.00177144667;-0.00404748973;0.000742455886;0.000531690312;-0.000105294283;-0.00179596874;0.000288855226;0.00116603146;0.000199443399,-0.00160248228;0.125755057;-0.229215249;0.00097718148;-0.235150754;0.118086301;-0.000109635832;0.230311617;0.00202818448;-0.000977729796;0.000376670389;-0.00141671929;-0.000923147541;-0.00410755211;0.00333664613;0.00137648941;0.00495872367;-0.00356431538;0.000362088089;-0.000104394043;-0.000195663524;-0.000654454285;6.42505474e-05;0.00222170795;-0.00299564004;0.000825534808;-0.000946634391;0.000801846909;-0.00144606608;-0.000909396214;0.000661146769;-0.00120853807
6,0.101886444,0,-0.00160248228;0.125755057;-0.229215249;0.00097718148;-0.235150754;0.118086301;-0.000109635832;0.230311617;0.00202818448;-0.000977729796;0.000376670389;-0.00141671929;-0.000923147541;-0.00410755211;0.00333664613;0.00137648941;0.00495872367;-0.00356431538;0.000362088089;-0.000104394043;-0.000195663524;-0.000654454285;6.42505474e-05;0.00222170795;-0.00299564004;0.000825534808;-0.000946634391;0.000801846909;-0.00144606608;-0.000909396214;0.000661146769;-0.00120853807,-0.000255272374;0.126298398;-0.229036599;0.000410716922;-0.234805003;0.118073493;-0.111996062;0.228743225;0.00242656749;-0.00040979305;-7.82049028e-05;-0.00135237665;-0.000371115049;-0.00494575128;0.00379279442;0.00174322806;0.00600509206;-0.00380897615;-3.11470067e-05;-0.000195846122;0.000352669158;-0.0018507397;-0.000501637929;0.0035702996;-0.00306870835;0.00101500656;-0.00139216334;-0.000641711405;5.72972931e-06;-0.00101951242;0.00145284203;-0.00119660131
